,pickup_cluster,lat,lon
2769,0,29.75,122.98
2770,0,30.02,123.14
2771,0,31.04,123.11
2772,0,31.07,123.06
2773,4,-20.37,-40.18
2774,4,-20.43,-40.08
2775,4,-21.04,-39.02
2776,4,-21.65,-37.96
2777,4,-21.95,-37.43
2778,4,-22.27,-36.88
2779,4,-22.9,-35.78
2780,4,-23.53,-34.67
2781,4,-24.16,-33.55
2782,4,-24.47,-32.98
2783,4,-24.78,-32.43
2784,4,-25.4,-31.33
2785,4,-26.0,-30.2
2786,4,-26.56,-29.05
2787,4,-26.75,-28.67
2788,4,-27.12,-27.89
2789,4,-27.66,-26.71
2790,4,-28.19,-25.53
2791,4,-28.71,-24.33
2792,4,-28.88,-23.93
2793,4,-29.26,-23.13
2794,4,-29.8,-21.92
2795,4,-30.34,-20.69
2796,4,-30.84,-19.45
2797,4,-30.92,-19.23
2798,4,-31.3,-18.17
2799,4,-31.75,-16.87
2800,4,-32.19,-15.57
2801,4,-32.63,-14.27
2802,4,-32.7,-14.05
2803,4,-33.08,-12.95
2804,1,-33.53,-11.62
2805,1,-33.97,-10.27
2806,1,-34.35,-8.9
2807,1,-34.7,-7.53
2808,1,-35.03,-6.15
2809,1,-35.37,-4.76
2810,1,-35.7,-3.37
2811,1,-36.02,-1.93
2812,1,-36.33,-0.49
2813,1,-36.62,0.97
2814,1,-36.84,2.17
2815,1,-36.88,2.42
2816,1,-37.11,3.92
2817,1,-37.33,5.41
2818,1,-37.55,6.92
2819,1,-37.73,8.17
2820,1,-37.77,8.41
2821,1,-37.97,9.85
2822,1,-38.01,11.31
2823,1,-38.01,12.78
2824,1,-38.0,13.75
2825,1,-38.0,14.19
2826,1,-38.0,15.52
2827,1,-38.0,16.84
2828,1,-38.0,18.17
2829,1,-38.0,19.05
2830,1,-38.0,19.49
2831,1,-38.0,20.8
2832,1,-38.0,22.11
2833,1,-38.0,23.43
2834,1,-38.0,24.3
2835,1,-38.0,24.74
2836,6,-38.0,26.08
2837,6,-38.0,27.41
2838,6,-38.0,28.74
2839,6,-38.0,29.63
2840,6,-38.0,30.03
2841,6,-38.0,31.22
2842,6,-38.0,32.41
2843,6,-38.0,33.61
2844,6,-38.0,34.4
2845,6,-37.97,34.81
2846,6,-37.9,36.04
2847,6,-37.81,37.28
2848,6,-37.72,38.5
2849,6,-37.67,39.12
2850,6,-37.62,39.79
2851,6,-37.53,41.12
2852,6,-37.41,42.46
2853,6,-37.28,43.79
2854,6,-37.22,44.43
2855,6,-37.18,45.1
2856,6,-37.08,46.44
2857,6,-36.97,47.77
2858,6,-36.85,49.1
2859,6,-36.78,49.74
2860,6,-36.68,50.38
2861,6,-36.46,51.64
2862,6,-36.22,52.9
2863,6,-35.97,54.15
2864,6,-35.89,54.55
2865,6,-35.73,55.43
2866,6,-35.48,56.74
2867,6,-35.22,58.04
2868,6,-34.97,59.34
2869,6,-34.88,59.77
2870,6,-34.69,60.5
2871,6,-34.39,61.6
2872,6,-34.08,62.69
2873,6,-33.76,63.78
2874,6,-33.65,64.12
2875,6,-33.45,64.84
2876,6,-33.14,65.91
2877,6,-32.83,66.97
2878,6,-32.52,68.03
2879,6,-32.47,68.2
2880,6,-32.18,69.13
2881,6,-31.84,70.23
2882,2,-31.44,71.3
2883,2,-31.02,72.36
2884,2,-30.95,72.53
2885,2,-30.59,73.48
2886,2,-30.14,74.61
2887,2,-29.7,75.73
2888,2,-29.26,76.85
2889,2,-29.18,77.03
2890,2,-28.81,77.99
2891,2,-28.35,79.13
2892,2,-27.84,80.21
2893,2,-27.13,81.16
2894,2,-27.02,81.32
2895,2,-26.49,82.03
2896,2,-25.85,82.88
2897,2,-25.21,83.71
2898,2,-24.57,84.55
2899,2,-24.01,85.29
2900,2,-23.44,86.01
2901,2,-22.88,86.74
2902,2,-22.32,87.47
2903,2,-21.68,88.28
2904,2,-21.04,89.08
2905,2,-20.39,89.88
2906,2,-19.74,90.67
2907,2,-19.0,91.5
2908,2,-18.26,92.33
2909,2,-17.51,93.15
2910,2,-16.77,93.97
2911,2,-15.96,94.86
2912,2,-15.14,95.75
2913,5,-14.33,96.63
2914,5,-13.65,97.37
2915,5,-13.52,97.51
2916,5,-12.72,98.37
2917,5,-11.92,99.22
2918,5,-11.12,100.07
2919,5,-10.45,100.78
2920,5,-10.31,100.91
2921,5,-9.5,101.73
2922,5,-8.69,102.55
2923,5,-7.88,103.37
2924,5,-7.2,104.05
2925,5,-7.06,104.19
2926,5,-6.42,105.06
2927,5,-5.72,105.92
2928,5,-5.21,106.89
2929,5,-4.37,107.32
2930,5,-4.18,107.36
2931,5,-3.08,107.31
2932,5,-1.95,107.14
2933,5,-0.82,106.91
2934,5,-0.07,106.75
2935,5,0.31,106.66
2936,5,1.39,106.84
2937,5,2.3,107.56
2938,5,3.0,108.39
2939,5,3.67,108.76
2940,5,4.03,108.93
2941,5,5.09,109.45
2942,5,6.15,109.98
2943,5,7.21,110.5
2944,5,7.92,110.85
2945,5,8.26,111.05
2946,5,9.29,111.64
2947,5,10.32,112.24
2948,5,11.34,112.84
2949,5,12.03,113.24
2950,5,12.36,113.45
2951,0,13.37,114.08
2952,0,14.38,114.71
2953,0,15.38,115.34
2954,0,16.05,115.77
2955,0,16.36,115.96
2956,0,17.3,116.56
2957,0,18.23,117.15
2958,0,19.16,117.75
2959,0,19.79,118.16
2960,0,20.08,118.33
2961,0,20.95,118.84
2962,0,21.82,119.36
2963,0,22.69,119.88
2964,0,23.35,119.88
2965,0,23.7,119.9
2966,0,24.61,120.42
2967,0,25.52,120.98
2968,0,26.42,121.55
2969,0,27.0,121.97
2970,0,27.35,122.16
2971,0,28.39,122.75
2972,0,29.45,123.28
2973,0,30.59,123.57
2974,0,31.3,123.8
2975,0,31.61,123.71
2976,0,32.75,123.74
2977,0,33.76,123.08
2978,0,34.76,122.41
2979,0,35.07,121.55
2980,0,35.14,121.03
2981,0,35.12,120.2
2982,0,22.22,114.16
2983,0,21.62,114.33
2984,0,21.33,114.54
2985,0,20.47,115.16
2986,0,19.6,115.78
2987,0,18.74,116.39
2988,0,18.17,116.8
2989,0,17.88,117.01
2990,0,17.02,117.63
2991,0,16.15,118.25
2992,0,15.29,118.87
2993,0,14.72,119.28
2994,0,14.36,119.44
2995,0,13.42,120.05
2996,0,12.57,120.77
2997,0,11.53,120.62
2998,0,10.8,120.4
2999,5,10.38,120.36
3000,5,9.13,120.26
3001,5,7.88,120.1
3002,5,6.63,119.93
3003,5,5.8,119.82
3004,5,5.38,119.7
3005,5,4.09,119.58
3006,5,2.79,119.5
3007,5,1.49,119.4
3008,5,0.78,118.92
3009,5,0.59,118.5
3010,5,0.25,117.78
3011,5,-0.28,117.75
3012,5,0.21,118.49
3013,5,0.83,118.98
3014,5,1.15,119.2
3015,5,2.28,119.36
3016,5,3.43,119.48
3017,5,4.57,119.61
3018,5,5.32,119.72
3019,5,5.68,119.79
3020,5,6.78,119.95
3021,5,7.89,120.1
3022,5,8.99,120.25
3023,5,9.73,120.3
3024,5,10.07,120.35
3025,0,11.09,120.52
3026,0,12.08,120.8
3027,0,13.03,120.49
3028,0,13.52,120.0
3029,0,13.88,119.86
3030,0,15.03,119.7
3031,0,16.18,119.54
3032,0,17.19,118.99
3033,0,17.82,118.52
3034,0,18.15,118.41
3035,0,19.13,118.06
3036,0,20.12,117.71
3037,0,21.11,117.35
3038,0,21.77,117.12
3039,0,22.1,117.0
3040,0,23.0,116.67
3041,5,0.5,117.7
3042,5,0.58,118.29
3043,5,1.13,119.18
3044,5,1.92,119.28
3045,5,2.27,119.33
3046,5,3.33,119.46
3047,5,4.4,119.58
3048,5,5.45,119.72
3049,5,6.13,119.92
3050,5,6.47,119.99
3051,5,7.49,120.2
3052,5,8.52,120.3
3053,5,9.56,120.36
3054,5,10.25,120.4
3055,0,10.61,120.42
3056,0,11.68,120.53
3057,0,12.7,120.24
3058,0,13.54,119.55
3059,0,14.1,119.08
3060,0,14.3,118.93
3061,0,14.91,118.48
3062,0,15.51,118.03
3063,0,16.11,117.57
3064,0,16.52,117.27
3065,0,16.68,117.15
3066,0,17.19,116.79
3067,0,17.67,116.41
3068,0,18.16,116.02
3069,0,18.48,115.77
3070,0,18.71,115.6
3071,0,19.38,115.11
3072,0,20.05,114.61
3073,0,20.7,114.09
3074,0,21.13,113.73
3075,0,21.36,113.48
3076,0,21.65,113.17
3077,0,21.43,108.35
3078,0,20.55,108.73
3079,0,20.15,109.73
3080,0,20.13,109.83
3081,0,20.22,110.75
3082,0,20.25,111.0
3083,0,20.18,111.48
3084,0,20.13,111.87
3085,0,19.96,113.02
3086,0,19.78,114.18
3087,0,19.61,115.33
3088,0,19.5,116.1
3089,0,19.44,116.48
3090,0,19.27,117.63
3091,0,19.1,118.77
3092,0,18.93,119.91
3093,0,18.85,120.48
3094,0,18.73,121.04
3095,0,18.65,122.19
3096,0,17.9,123.02
3097,0,17.11,123.82
3098,0,16.72,124.22
3099,0,16.32,124.62
3100,0,15.52,125.42
3101,0,14.73,126.22
3102,0,13.93,127.02
3103,0,13.53,127.42
3104,0,13.13,127.82
3105,0,12.33,128.62
3106,0,11.52,129.41
3107,0,10.72,130.2
3108,0,10.32,130.6
3109,0,9.92,130.99
3110,0,9.13,131.77
3111,0,8.34,132.55
3112,0,7.55,133.33
3113,0,7.15,133.72
3114,0,6.77,134.12
3115,0,6.01,134.92
3116,0,5.25,135.72
3117,5,4.5,136.52
3118,5,4.12,136.92
3119,5,3.74,137.32
3120,5,2.99,138.13
3121,5,2.24,138.94
3122,5,1.48,139.75
3123,5,1.23,140.02
3124,5,0.73,140.55
3125,5,-0.02,141.35
3126,5,-0.77,142.15
3127,5,-1.52,142.95
3128,5,-1.77,143.22
3129,5,-2.24,143.78
3130,5,-2.96,144.62
3131,5,-3.67,145.46
3132,5,-4.41,146.28
3133,5,-4.73,146.45
3134,5,-5.34,146.75
3135,5,-5.89,147.58
3136,5,-6.46,148.43
3137,5,-7.03,149.27
3138,5,-7.22,149.55
3139,5,-7.64,150.16
3140,5,-8.27,151.06
3141,5,-9.28,151.47
3142,5,-10.34,151.81
3143,5,-10.62,152.03
3144,5,-11.34,152.13
3145,5,-12.43,152.32
3146,5,-13.53,152.52
3147,5,-14.62,152.72
3148,5,-14.98,152.78
3149,5,-15.71,152.92
3150,5,-16.8,153.12
3151,5,-17.88,153.33
3152,5,-18.97,153.53
3153,5,-19.33,153.6
3154,5,-20.06,153.68
3155,5,-21.15,153.79
3156,5,-22.24,153.91
3157,5,-23.34,154.03
3158,5,-23.7,154.07
3159,5,-24.43,154.01
3160,5,-25.53,153.97
3161,5,-26.63,154.0
3162,5,-27.73,154.02
3163,5,-28.1,154.03
3164,5,-28.82,153.87
3165,5,-29.89,153.62
3166,5,-30.97,153.36
3167,5,-32.03,153.04
3168,5,-32.38,152.92
3169,5,-32.89,152.15
3170,5,-32.91,151.9
3171,5,-32.97,151.85
3172,5,-32.95,151.94
3173,5,-32.45,152.85
3174,5,-31.54,153.21
3175,5,-31.23,153.33
3176,5,-30.55,153.57
3177,5,-29.52,153.91
3178,5,-28.48,154.08
3179,5,-27.41,154.06
3180,5,-27.05,154.05
3181,5,-26.35,154.14
3182,5,-25.29,154.27
3183,5,-24.24,154.31
3184,5,-23.19,154.15
3185,5,-22.67,154.07
3186,5,-22.13,154.05
3187,5,-21.06,154.03
3188,5,-20.01,153.88
3189,5,-18.98,153.58
3190,5,-18.47,153.43
3191,5,-17.95,153.34
3192,5,-16.9,153.14
3193,5,-15.86,152.95
3194,5,-14.82,152.76
3195,5,-14.3,152.67
3196,5,-13.78,152.57
3197,5,-12.75,152.38
3198,5,-11.71,152.19
3199,5,-10.69,152.04
3200,5,-10.07,151.73
3201,5,-9.73,151.62
3202,5,-8.71,151.28
3203,5,-7.91,150.66
3204,5,-7.32,149.77
3205,5,-6.93,149.17
3206,5,-6.74,148.87
3207,5,-6.14,147.97
3208,5,-5.57,147.05
3209,5,-4.68,146.5
3210,5,-4.22,145.98
3211,5,-3.97,145.71
3212,5,-3.24,144.89
3213,5,-2.52,144.08
3214,5,-1.79,143.26
3215,5,-1.3,142.72
3216,5,-1.05,142.45
3217,5,-0.3,141.64
3218,5,0.45,140.84
3219,5,1.2,140.04
3220,5,1.7,139.5
3221,5,1.94,139.24
3222,5,2.67,138.46
3223,5,3.4,137.68
3224,5,4.13,136.9
3225,5,4.62,136.38
3226,0,4.85,136.11
3227,0,5.57,135.29
3228,0,6.28,134.47
3229,0,7.05,133.72
3230,0,7.63,133.28
3231,0,7.9,133.04
3232,0,8.69,132.33
3233,0,9.49,131.6
3234,0,10.29,130.88
3235,0,10.82,130.4
3236,0,11.08,130.16
3237,0,11.87,129.44
3238,0,12.66,128.72
3239,0,13.46,128.0
3240,0,13.98,127.52
3241,0,14.22,127.3
3242,0,14.92,126.65
3243,0,15.62,126.0
3244,0,16.32,125.35
3245,0,16.78,124.92
3246,0,17.04,124.67
3247,0,17.82,123.92
3248,0,18.6,123.16
3249,0,19.38,122.41
3250,0,19.93,121.95
3251,0,20.14,121.76
3252,0,20.76,121.19
3253,0,21.38,120.61
3254,0,22.07,120.14
3255,0,22.57,119.9
3256,0,22.95,119.94
3257,0,24.05,120.18
3258,0,24.29,120.48
3259,5,-0.79,103.97
3260,5,-0.67,104.82
3261,5,0.23,105.53
3262,5,1.16,105.83
3263,5,1.34,105.91
3264,5,2.4,106.45
3265,5,3.51,106.83
3266,5,4.7,106.88
3267,5,5.69,106.92
3268,5,5.88,106.93
3269,5,7.02,106.99
3270,5,8.16,107.05
3271,5,9.3,107.07
3272,5,10.07,107.05
3273,5,10.17,107.08
3274,5,9.07,107.04
3275,5,7.75,106.99
3276,5,6.43,106.94
3277,5,5.33,106.89
3278,5,5.1,106.88
3279,5,3.77,106.79
3280,5,2.49,106.48
3281,5,1.26,105.97
3282,5,0.24,105.54
3283,5,0.05,105.41
3284,5,-0.78,104.41
3285,5,-0.76,104.08
3286,5,-4.01,115.76
3287,5,-4.35,115.97
3288,5,-4.06,117.04
3289,5,-3.7,117.76
3290,5,-3.49,118.1
3291,5,-2.47,118.57
3292,5,-1.29,118.79
3293,5,-0.14,119.15
3294,5,0.6,119.45
3295,5,0.96,119.55
3296,5,2.03,119.82
3297,5,3.13,119.85
3298,5,4.23,119.74
3299,5,4.97,119.67
3300,5,5.35,119.74
3301,5,6.48,120.02
3302,5,7.6,120.36
3303,5,8.72,120.7
3304,5,9.47,120.93
3305,5,9.85,121.04
3306,0,11.01,121.36
3307,0,11.97,120.88
3308,0,13.07,120.45
3309,0,13.7,119.95
3310,0,14.1,119.88
3311,0,15.28,119.67
3312,0,16.45,119.54
3313,0,17.59,119.92
3314,0,18.36,120.17
3315,0,18.74,120.3
3316,0,19.79,120.91
3317,0,20.85,121.52
3318,0,21.96,121.97
3319,0,22.74,122.14
3320,0,23.17,122.23
3321,0,24.47,122.51
3322,0,25.78,122.78
3323,0,27.09,122.92
3324,0,27.97,123.01
3325,0,28.38,123.06
3326,0,29.59,123.19
3327,0,30.8,123.29
3328,0,31.07,122.79
3329,5,10.17,107.1
3330,5,9.74,107.16
3331,5,9.52,107.17
3332,5,8.18,107.27
3333,5,6.85,107.37
3334,5,5.51,107.28
3335,5,4.4,107.19
3336,5,4.17,107.18
3337,5,2.81,106.98
3338,5,1.46,106.73
3339,5,0.1,106.51
3340,5,-0.57,107.06
3341,5,-0.89,107.38
3342,5,-1.92,108.27
3343,5,-2.71,109.27
3344,5,-3.72,110.04
3345,5,-3.93,110.92
3346,5,-4.01,111.35
3347,5,-4.24,112.64
3348,5,-4.47,113.92
3349,5,-4.4,115.15
3350,5,-4.17,115.52
3351,0,25.78,119.8
3352,0,24.83,119.98
3353,0,23.58,119.88
3354,0,22.45,119.34
3355,0,21.72,118.9
3356,0,21.32,118.65
3357,0,20.15,117.92
3358,0,18.98,117.19
3359,0,17.8,116.46
3360,0,17.02,115.98
3361,0,16.67,115.72
3362,0,15.63,114.93
3363,0,14.6,114.14
3364,0,13.56,113.35
3365,5,12.87,112.83
3366,5,12.53,112.56
3367,5,11.52,111.76
3368,5,10.51,110.95
3369,5,9.51,110.15
3370,5,8.83,109.62
3371,5,8.5,109.35
3372,5,7.49,108.55
3373,5,6.49,107.76
3374,5,5.49,106.96
3375,5,4.82,106.43
3376,5,4.49,106.15
3377,5,3.49,105.32
3378,5,2.31,104.79
3379,5,1.33,104.35
3380,5,1.18,103.83
3381,5,1.18,103.65
3382,5,1.77,102.64
3383,5,2.2,101.98
3384,5,2.44,101.67
3385,5,3.1,100.71
3386,5,3.88,99.82
3387,5,4.65,98.93
3388,5,5.3,98.18
3389,5,5.35,98.01
3390,5,5.67,96.95
3391,5,5.99,95.89
3392,5,6.14,94.85
3393,5,5.58,94.12
3394,5,5.49,93.99
3395,2,4.9,93.2
3396,2,4.32,92.42
3397,2,3.73,91.63
3398,2,3.15,90.85
3399,2,2.53,90.03
3400,2,1.92,89.2
3401,2,1.3,88.38
3402,2,0.69,87.55
3403,2,0.58,87.42
3404,2,0.03,86.68
3405,2,-0.62,85.81
3406,2,-1.28,84.93
3407,2,-1.94,84.05
3408,2,-2.05,83.9
3409,2,-2.5,83.33
3410,2,-2.62,83.17
3411,2,-3.36,82.17
3412,2,-4.1,81.18
3413,2,-4.84,80.18
3414,2,-4.97,80.02
3415,2,-5.57,79.2
3416,2,-6.3,78.22
3417,2,-7.03,77.24
3418,2,-7.76,76.26
3419,2,-8.0,75.93
3420,2,-8.48,75.29
3421,2,-9.19,74.33
3422,2,-9.91,73.36
3423,2,-10.63,72.39
3424,2,-10.87,72.07
3425,2,-11.34,71.42
3426,2,-12.05,70.45
3427,2,-12.77,69.47
3428,2,-13.48,68.49
3429,2,-13.72,68.17
3430,2,-14.18,67.53
3431,2,-14.88,66.57
3432,2,-15.58,65.6
3433,2,-16.28,64.64
3434,2,-16.63,64.15
3435,2,-16.93,63.74
3436,2,-17.52,62.91
3437,2,-18.11,62.07
3438,6,-18.7,61.24
3439,6,-19.0,60.82
3440,6,-19.3,60.35
3441,6,-19.9,59.42
3442,6,-20.5,58.49
3443,6,-21.1,57.55
3444,6,-21.4,57.08
3445,6,-21.62,56.55
3446,6,-22.07,55.5
3447,6,-22.52,54.43
3448,6,-22.98,53.37
3449,6,-23.2,52.83
3450,6,-23.42,52.32
3451,6,-23.86,51.3
3452,6,-24.3,50.27
3453,6,-24.75,49.23
3454,6,-24.97,48.72
3455,6,-25.21,48.14
3456,6,-25.69,46.99
3457,6,-26.16,45.84
3458,6,-26.64,44.68
3459,6,-26.88,44.1
3460,6,-27.12,43.54
3461,6,-27.58,42.41
3462,6,-28.04,41.28
3463,6,-28.51,40.14
3464,6,-28.82,39.38
3465,6,-28.96,39.03
3466,6,-29.38,37.98
3467,6,-29.81,36.92
3468,6,-30.23,35.86
3469,6,-30.52,35.15
3470,6,-30.67,34.77
3471,6,-31.12,33.62
3472,6,-31.58,32.47
3473,6,-32.03,31.31
3474,6,-32.33,30.53
3475,6,-32.49,30.15
3476,6,-32.95,28.98
3477,6,-33.42,27.8
3478,6,-33.88,26.62
3479,6,-34.23,25.62
3480,6,-34.27,25.39
3481,1,-34.51,24.03
3482,1,-34.72,22.66
3483,1,-34.86,21.28
3484,1,-34.97,20.12
3485,1,-34.97,19.89
3486,1,-34.8,18.57
3487,1,-34.56,17.26
3488,1,-34.32,15.95
3489,1,-34.12,14.87
3490,1,-34.08,14.63
3491,1,-33.83,13.22
3492,1,-33.58,11.82
3493,1,-33.33,10.41
3494,1,-33.08,9.02
3495,1,-32.8,7.44
3496,1,-32.52,5.87
3497,1,-32.23,4.31
3498,1,-31.95,2.75
3499,1,-31.71,1.43
3500,1,-31.47,0.11
3501,1,-31.23,-1.2
3502,1,-30.99,-2.52
3503,1,-30.95,-2.73
3504,1,-30.59,-3.71
3505,1,-30.16,-4.88
3506,1,-29.73,-6.05
3507,1,-29.3,-7.21
3508,1,-29.23,-7.4
3509,1,-29.03,-8.57
3510,1,-28.79,-9.97
3511,4,-28.55,-11.37
3512,4,-28.31,-12.77
3513,4,-28.27,-13.0
3514,4,-28.07,-14.13
3515,4,-27.84,-15.48
3516,4,-27.61,-16.84
3517,4,-27.38,-18.18
3518,4,-27.3,-18.63
3519,4,-27.1,-19.5
3520,4,-26.79,-20.81
3521,4,-26.49,-22.11
3522,4,-26.18,-23.4
3523,4,-26.08,-23.83
3524,4,-25.97,-24.58
3525,4,-25.79,-25.69
3526,4,-25.62,-26.8
3527,4,-25.44,-27.91
3528,4,-25.38,-28.28
3529,4,-25.25,-29.22
3530,4,-25.04,-30.63
3531,4,-24.84,-32.03
3532,4,-24.64,-33.43
3533,4,-24.53,-34.13
3534,4,-24.43,-34.86
3535,4,-24.22,-36.33
3536,4,-24.01,-37.78
3537,4,-23.8,-39.24
3538,4,-23.7,-39.97
3539,4,-23.6,-40.69
3540,4,-23.41,-42.13
3541,4,-23.21,-43.57
3542,4,-23.15,-44.05
3543,2,15.45,73.78
3544,2,14.87,73.57
3545,2,13.71,73.15
3546,2,12.55,72.73
3547,2,11.39,72.32
3548,2,11.2,72.25
3549,2,10.27,71.87
3550,2,9.15,71.41
3551,2,8.04,70.96
3552,2,6.92,70.51
3553,2,6.73,70.43
3554,2,5.8,70.07
3555,2,4.68,69.64
3556,2,3.56,69.2
3557,2,2.44,68.77
3558,2,2.25,68.7
3559,2,1.3,68.34
3560,2,0.15,67.9
3561,2,-1.0,67.46
3562,2,-2.14,67.02
3563,2,-2.33,66.95
3564,2,-3.25,66.6
3565,2,-4.34,66.17
3566,2,-5.44,65.75
3567,2,-6.53,65.33
3568,2,-6.9,65.18
3569,2,-7.65,64.89
3570,2,-8.77,64.46
3571,2,-9.89,64.02
3572,2,-11.01,63.58
3573,2,-11.38,63.43
3574,2,-12.13,63.14
3575,2,-13.24,62.71
3576,2,-14.36,62.27
3577,2,-15.48,61.83
3578,2,-15.85,61.68
3579,2,-16.58,61.38
3580,2,-17.68,60.93
3581,6,-18.78,60.47
3582,6,-19.7,60.08
3583,6,-19.91,60.03
3584,6,-20.13,59.7
3585,6,-20.48,58.91
3586,6,-21.01,57.71
3587,6,-21.53,56.51
3588,6,-22.05,55.3
3589,6,-22.32,54.7
3590,6,-22.59,54.08
3591,6,-23.13,52.82
3592,6,-23.67,51.56
3593,6,-24.21,50.3
3594,6,-24.48,49.67
3595,6,-24.75,49.06
3596,6,-25.28,47.85
3597,6,-25.81,46.64
3598,6,-26.34,45.41
3599,6,-26.6,44.8
3600,6,-26.86,44.17
3601,6,-27.38,42.92
3602,6,-27.9,41.66
3603,6,-28.42,40.39
3604,6,-28.68,39.75
3605,6,-28.92,39.17
3606,6,-29.39,38.02
3607,6,-29.85,36.86
3608,6,-30.32,35.7
3609,6,-30.63,34.92
3610,6,-30.75,34.63
3611,6,-31.11,33.77
3612,6,-31.47,32.91
3613,6,-31.82,32.03
3614,6,-32.02,31.43
3615,6,-32.17,31.1
3616,6,-32.61,30.11
3617,6,-33.06,29.1
3618,6,-33.39,28.04
3619,6,-33.63,27.33
3620,6,-33.79,26.87
3621,6,-34.27,25.47
3622,1,-34.58,24.02
3623,1,-34.76,22.51
3624,1,-34.9,21.25
3625,1,-34.92,20.99
3626,1,-34.87,19.4
3627,1,-34.69,17.83
3628,1,-34.5,16.26
3629,1,-34.35,14.95
3630,1,-34.31,14.67
3631,1,-34.09,13.0
3632,1,-33.87,11.34
3633,1,-33.65,9.67
3634,1,-33.43,8.02
3635,1,-33.21,6.35
3636,1,-32.99,4.69
3637,1,-32.77,3.04
3638,1,-32.55,1.38
3639,1,-32.34,-0.16
3640,1,-32.13,-1.7
3641,1,-31.93,-3.24
3642,1,-31.72,-4.78
3643,1,-31.68,-5.03
3644,1,-31.51,-6.3
3645,1,-31.3,-7.81
3646,1,-31.09,-9.32
3647,1,-30.88,-10.83
3648,1,-30.85,-11.08
3649,4,-30.67,-12.42
3650,4,-30.45,-14.02
3651,4,-30.24,-15.62
3652,4,-30.02,-17.22
3653,4,-29.98,-17.48
3654,4,-29.81,-18.75
3655,4,-29.59,-20.27
3656,4,-29.38,-21.79
3657,4,-29.17,-23.3
3658,4,-29.13,-23.55
3659,4,-28.94,-24.91
3660,4,-28.71,-26.55
3661,4,-28.49,-28.18
3662,4,-28.26,-29.81
3663,4,-28.18,-30.35
3664,4,-28.03,-31.43
3665,4,-27.8,-33.06
3666,4,-27.57,-34.68
3667,4,-27.34,-36.29
3668,4,-27.27,-36.83
3669,4,-27.12,-37.89
3670,4,-26.89,-39.47
3671,4,-26.67,-41.05
3672,4,-26.44,-42.63
3673,4,-26.37,-43.15
3674,4,-26.21,-44.2
3675,4,-25.98,-45.77
3676,4,-25.75,-47.34
3677,4,-25.61,-48.26
3678,4,-25.65,-48.25
3679,4,-25.78,-47.38
3680,4,-25.99,-45.88
3681,4,-26.21,-44.39
3682,4,-26.43,-42.88
3683,4,-26.5,-42.38
3684,4,-26.63,-41.48
3685,4,-26.82,-40.13
3686,4,-27.01,-38.78
3687,4,-27.2,-37.42
3688,4,-27.27,-36.97
3689,4,-27.38,-36.15
3690,4,-27.56,-34.92
3691,4,-27.74,-33.69
3692,4,-27.91,-32.46
3693,4,-27.93,-32.25
3694,4,-28.25,-31.45
3695,4,-28.62,-30.48
3696,4,-28.99,-29.51
3697,4,-29.34,-28.52
3698,4,-29.4,-28.37
3699,4,-29.71,-27.49
3700,4,-30.08,-26.42
3701,4,-30.43,-25.35
3702,4,-30.78,-24.27
3703,4,-30.83,-24.1
3704,4,-31.0,-23.55
3705,4,-31.13,-23.13
3706,4,-31.51,-21.85
3707,4,-31.89,-20.56
3708,4,-32.24,-19.26
3709,4,-32.3,-19.05
3710,4,-32.59,-17.93
3711,4,-32.93,-16.58
3712,4,-33.26,-15.21
3713,4,-33.57,-13.85
3714,4,-33.84,-12.56
3715,1,-34.1,-11.27
3716,1,-34.35,-9.96
3717,1,-34.58,-8.67
3718,1,-34.81,-7.29
3719,1,-35.02,-5.9
3720,1,-35.22,-4.5
3721,1,-35.37,-3.35
3722,1,-35.39,-3.11
3723,1,-35.54,-1.66
3724,1,-35.68,-0.21
3725,1,-35.83,1.24
3726,1,-35.95,2.45
3727,1,-35.96,2.7
3728,1,-36.04,4.17
3729,1,-36.11,5.65
3730,1,-36.19,7.13
3731,1,-36.25,8.37
3732,1,-36.25,8.62
3733,1,-36.26,10.11
3734,1,-36.26,11.61
3735,1,-36.26,13.1
3736,1,-36.27,14.1
3737,1,-36.25,14.54
3738,1,-36.19,15.85
3739,1,-36.13,17.15
3740,1,-36.07,18.46
3741,1,-36.03,19.33
3742,1,-35.97,19.72
3743,1,-35.76,20.89
3744,1,-35.56,22.06
3745,1,-35.35,23.23
3746,1,-35.22,24.0
3747,1,-35.12,24.46
3748,6,-34.84,25.84
3749,6,-34.57,27.21
3750,6,-34.29,28.57
3751,6,-34.1,29.48
3752,6,-33.96,29.94
3753,6,-33.54,31.31
3754,6,-33.12,32.67
3755,6,-32.69,34.02
3756,6,-32.48,34.7
3757,6,-32.25,35.36
3758,6,-31.78,36.68
3759,6,-31.29,37.98
3760,6,-30.79,39.27
3761,6,-30.53,39.9
3762,6,-30.28,40.51
3763,6,-29.78,41.73
3764,6,-29.26,42.94
3765,6,-28.73,44.13
3766,6,-28.55,44.52
3767,6,-28.19,45.31
3768,6,-27.63,46.49
3769,6,-27.07,47.66
3770,6,-26.49,48.82
3771,6,-26.3,49.2
3772,6,-25.9,49.97
3773,6,-25.3,51.13
3774,6,-24.69,52.27
3775,6,-24.07,53.4
3776,6,-23.87,53.77
3777,6,-23.46,54.49
3778,6,-22.84,55.58
3779,6,-22.21,56.65
3780,6,-21.57,57.71
3781,6,-21.47,57.88
